event_id,Source,Classification code,Date reported (from filename),Impact start date,Impact end date,Extracted impact description,Places affected,SP_NAME,MP_NAME,Metropolitan/District area,Direct quote,Source document full name (on CASCADE G-DRIVE),Link to the online source,Publication title,Reviewer initials,Impact date verified,Place name verified,Notes (if issues identified),ValidationSheet,year,impact_category_label,sp_norm,mp_norm,mn_norm
EVT-02287,News article,4.4,2022-05-30,2022-05-30,,Relatives provided temporary housing for victims.,Khayelitsha,,Khayelitsha,City of Cape Town,"""engaged with relatives of the victims to ensure they had a place to stay in the meantime.""",20220530_Engel_KhayelitshaWeekendDeluge.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11296215,Cape Argus,,,,,NewsValidation,2022,People displaced/homeless,,khayelitsha,city of cape town
EVT-02288,News article,4.4,2022-05-30,2022-05-30,,Resident forced to find alternative accommodation with a neighbor after home was flooded.,Khayelitsha (Island informal settlement),,Khayelitsha,City of Cape Town,"""My home was one of those that suffered and I am currently staying with my neighbour.""",20220530_Engel_KhayelitshaWeekendDeluge.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11296215,Cape Argus,,,,,NewsValidation,2022,People displaced/homeless,,khayelitsha,city of cape town
EVT-02289,News article,4.4,2022-06-15,2022-06-15,,Local churches identified to provide emergency housing for displaced families.,Driftsands Nature Reserve,,Blue Downs,City of Cape Town,"""Community leader Luthando Mcuntula said local churches had been identified to house the affected families in the interim.""",20220615_Ntseku_DelftKhayalitshaetc._CityLashedBy.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11537248,Cape Argus,,,,,NewsValidation,2022,People displaced/homeless,,blue downs,city of cape town
EVT-02290,News article,4.4,2022-06-15,2022-06-15,,Over 400 individuals left homeless and displaced after homes were washed away.,Driftsands Nature Reserve (Covid informal settlement),,Blue Downs,City of Cape Town,"""More than 400 individuals were left homeless after their shacks were washed away in the newly established Covid informal settlement""",20220615_Ntseku_DelftKhayalitshaetc._CityLashedBy.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11537248,Cape Argus,,,,,NewsValidation,2022,People displaced/homeless,,blue downs,city of cape town
EVT-02291,News article,4.4,2022-06-17,2022-06-17,,Residents offered temporary alternative accommodation and transport. (Intervention),Khayelitsha (Town-two),,Khayelitsha,City of Cape Town,"""...the only assistance they have received from the City was offers for temporary alternative accommodation and transport to move their soaked belongings to family and friends.""",20220617_Tshuma_Khayalitshaetc._Flood-struckResidents.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11543801,Cape Argus,,,,,NewsValidation,2022,People displaced/homeless,,khayelitsha,city of cape town
EVT-02292,News article,4.4,2022-06-19,2022-06-19,,Family member evacuated to another home for safety.,Strand (Rusthof),,Strand,City of Cape Town,"""Our neighbours had to send their baby to a family member because it wasn't safe for the baby to be in the same house""",20220619_Nel_Strandetc._CitySlammedFor.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11569089,Weekend Argus Sunday,,,,,NewsValidation,2022,People displaced/homeless,,strand,city of cape town
EVT-02293,News article,4.4,2022-06-20,2022-06-20,,Residents evacuated and housed in churches and community halls.,Langa,,Langa,City of Cape Town,"""The most seriously affected area was Langa, where our teams were deployed for four days, as many of the residents were being housed in churches and community halls""",20220620_Tshuma_Wnybergetc._MoppingUpContinues.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11503849,Cape Argus,,,,,NewsValidation,2022,People displaced/homeless,,langa,city of cape town
EVT-02294,News article,4.4,2023-06-15,2023-06-15,,School learners and residents evacuated,Faure (St Paul's Primary School),,Macassar,City of Cape Town,"""Powell confirmed that a school had to be evacuated... City departments evacuated the learners and residents of St Paul's Primary School in Faure""",20230615_Booysen_DelfCapeTown_CapeTowntoldtobraceformoretorrentialrainfallgaleforcewinds.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11933948,Cape Times,,,,,NewsValidation,2023,People displaced/homeless,,macassar,city of cape town
EVT-02295,News article,4.4,2023-06-15,2023-06-15,,Evacuation of residents to NGO accommodation.,Strand (Kay's Caravan Park),,Strand,City of Cape Town,"""Kay's Caravan Park in Strand is being evacuated and a local NGO is accommodating residents.""",20230615_CitizenReporter_CapeTownStrandGugulethu_StrongwindscontinuetobatterCapeofStorms.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11884219,The Citizen,,,,,NewsValidation,2023,People displaced/homeless,,strand,city of cape town
EVT-02296,News article,4.4,2023-06-18,2023-06-18,,Precautionary evacuation of residents,Klawer area (downstream from Clanwilliam),,,West Coast,"""We are evacuating the Klawer area downstream from Clanwilliam as a precautionary measure.""",20230618_HanckeNombembeFokazi_StellenboschBrutalCapeStorm.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11893150,Sunday Times,,,,,NewsValidation,2023,People displaced/homeless,,,west coast
EVT-02297,News article,4.4,2023-06-18,2023-06-18,,Evacuation of small group of residents.,Vredendal,,,West Coast,"""We evacuated about 20 people from the area.""",20230618_HanckeNombembeFokazi_StellenboschBrutalCapeStorm.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11893150,Sunday Times,,,,,NewsValidation,2023,People displaced/homeless,,,west coast
EVT-02298,News article,4.4,2023-06-18,2023-06-18,,Widespread emergency evacuations due to extreme weather.,Western Cape,,,Western Cape (General),"""Extreme weather and floods forced the evacuation of about 2,000 people.""",20230618_HanckeNombembeFokazi_StellenboschBrutalCapeStorm.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11893150,Sunday Times,,,,,NewsValidation,2023,People displaced/homeless,,,western cape general
EVT-02299,News article,4.4,2023-06-20,2023-06-20,,Residents displaced from homes and provided with food relief.,Paarl (Drommedaris),,,Cape Winelands,"""RESIDENTS in Drommedaris, Paarl, receive a warm meal from Gift of the Givers after they were displaced from their homes due to flooding.""",20230620_STAFFWRITER_BishopLavisPaarlCitrusdalWCapeFloods.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/11900093,Cape Times,,,,,NewsValidation,2023,People displaced/homeless,,,cape winelands
EVT-02300,News article,4.4,2023-06-23,2023-06-23,,Large-scale evacuation of town residents.,Breede Valley (Rawsonville),,,Cape Winelands,"""more than 1 000 residents were evacuated in Rawsonville in the Breede Valley.""",20230623_StaffWriter_CapeWinelandsKhayelitsha_FloodvictimsinsmallWCtownspickupthepieces.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12499870,Cape Times,,,,,NewsValidation,2023,People displaced/homeless,,,cape winelands
EVT-02301,News article,4.4,2023-06-23,2023-06-23,,Provision of temporary shelter to households,Cederberg,,,West Coast,"""In the Cederberg and Matzikama, around 300 households were provided with temporary shelter""",20230623_StaffWriter_CapeWinelandsKhayelitsha_FloodvictimsinsmallWCtownspickupthepieces.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12499870,Cape Times,,,,,NewsValidation,2023,People displaced/homeless,,,west coast
EVT-02302,News article,4.4,2023-06-23,2023-06-23,,Provision of temporary shelter to people in small towns,Cederberg,,,West Coast,"""at least 2 000 people had to be provided with temporary shelter in towns including those along the West Coast and the Cederberg.""",20230623_StaffWriter_CapeWinelandsKhayelitsha_FloodvictimsinsmallWCtownspickupthepieces.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12499870,Cape Times,,,,,NewsValidation,2023,People displaced/homeless,,,west coast
EVT-02303,News article,4.4,2023-06-23,2023-06-23,,Farm residents accommodated at local church.,Faure (Old Faure Wine Farm),,Macassar,City of Cape Town,"""90 residents from Old Faure Wine Farm were accommodated in the Anglican Church in Faure.""",20230623_StaffWriter_CapeWinelandsKhayelitsha_FloodvictimsinsmallWCtownspickupthepieces.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12499870,Cape Times,,,,,NewsValidation,2023,People displaced/homeless,,macassar,city of cape town
EVT-02304,News article,4.4,2023-06-23,2023-06-23,,Emergency shelter provided at community hall,"Khayelitsha (Andile Msizi Hall, WB Section)",,Khayelitsha,City of Cape Town,"""Emergency shelter had been provided at Andile Msizi Hall to 40 affected people from WB Section""",20230623_StaffWriter_CapeWinelandsKhayelitsha_FloodvictimsinsmallWCtownspickupthepieces.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12499870,Cape Times,,,,,NewsValidation,2023,People displaced/homeless,,khayelitsha,city of cape town
EVT-02305,News article,4.4,2023-06-23,2023-06-23,,Evacuation to secondary community hall shelter.,"Khayelitsha (White Hall, BM Section)",,Khayelitsha,City of Cape Town,"""as well as at White Hall in Jeff Masimola for 40 affected people from BM Section""",20230623_StaffWriter_CapeWinelandsKhayelitsha_FloodvictimsinsmallWCtownspickupthepieces.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12499870,Cape Times,,,,,NewsValidation,2023,People displaced/homeless,,khayelitsha,city of cape town
EVT-02306,News article,4.4,2023-06-23,2023-06-23,,Provision of temporary shelter to households,Matzikama,,,West Coast,"""In the Cederberg and Matzikama, around 300 households were provided with temporary shelter""",20230623_StaffWriter_CapeWinelandsKhayelitsha_FloodvictimsinsmallWCtownspickupthepieces.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12499870,Cape Times,,,,,NewsValidation,2023,People displaced/homeless,,,west coast
EVT-02307,News article,4.4,2023-06-23,2023-06-23,,Caravan park residents evacuated to scouts hall,Somerset West (Kays Caravan Park),,Somerset West,City of Cape Town,"""about 200 residents from Kays Caravan Park were evacu- ated to Somerset West Scouts Hall""",20230623_StaffWriter_CapeWinelandsKhayelitsha_FloodvictimsinsmallWCtownspickupthepieces.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12499870,Cape Times,,,,,NewsValidation,2023,People displaced/homeless,,somerset west,city of cape town
EVT-02308,News article,4.4,2023-06-23,2023-06-23,,Households provided with temporary shelter.,West Coast,,,West Coast,"""In the West Coast, about 300 households were also provided with temporary shelter.""",20230623_StaffWriter_CapeWinelandsKhayelitsha_FloodvictimsinsmallWCtownspickupthepieces.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12499870,Cape Times,,,,,NewsValidation,2023,People displaced/homeless,,,west coast
EVT-02309,News article,4.4,2023-06-23,2023-06-23,,Provision of temporary shelter to people in small towns,West Coast,,,West Coast,"""at least 2 000 people had to be provided with temporary shelter in towns including those along the West Coast and the Cederberg.""",20230623_StaffWriter_CapeWinelandsKhayelitsha_FloodvictimsinsmallWCtownspickupthepieces.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12499870,Cape Times,,,,,NewsValidation,2023,People displaced/homeless,,,west coast
EVT-02310,News article,4.4,2023-09-27,2023-09-27,,"Over 1,000 families were evacuated from their homes due to a devastating storm.",Cape Metro,,Cape Metro,City of Cape Town,"""More than 1 000 families have been evacuated from their homes in the Cape Metro, with three to five individuals per house.""",20230927_Melapi_StrandCapeTown_Thousandsevacuatedafterhomeshitbystorms.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12024792,Daily News,,,,,NewsValidation,2023,People displaced/homeless,,cape metro,city of cape town
EVT-02311,News article,4.4,2023-09-27,2023-09-27,,Residents were provided shelter at a community centre.,Macassar Community Centre,Macassar SP,Macassar,City of Cape Town,"""Fifty six people and domestic animals were sheltered at Macassar Community Centre.""",20230927_Melapi_StrandCapeTown_Thousandsevacuatedafterhomeshitbystorms.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12024792,Daily News,,,,,NewsValidation,2023,People displaced/homeless,macassar sp,macassar,city of cape town
EVT-02312,News article,4.4,2023-09-27,2023-09-27,,Safe evacuation of 46 residents from buildings affected by the bursting of the Klein River.,Stanford,,,Overberg,"""the National Sea Rescue Institute (NSRI) reported that in Stanford at least 46 residents... were safely evacuated from houses and buildings affected by the Klein River that burst its banks""",20230927_Melapi_StrandCapeTown_Thousandsevacuatedafterhomeshitbystorms.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12024792,Daily News,,,,,NewsValidation,2023,People displaced/homeless,,,overberg
EVT-02313,News article,4.4,2023-09-27,2023-09-27,,Residents including children and pregnant women were safely evacuated from the area.,Strandfontein,Strandfontein,Mitchells Plain,City of Cape Town,"""In Strandfontein 71 residents, including children, two pregnant women and domestic animals, were safely evacuated.""",20230927_Melapi_StrandCapeTown_Thousandsevacuatedafterhomeshitbystorms.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12024792,Daily News,,,,,NewsValidation,2023,People displaced/homeless,strandfontein,mitchells plain,city of cape town
EVT-02314,News article,4.4,2023-09-30,2023-09-25,,Residents of a caravan park were evacuated to a humanitarian organisation.,Kay's Caravan Park,,Somerset West/Maitland (Unclear),City of Cape Town,"""Residents of Kay's Caravan Park were evacuated to the Helpende Hand organisation for two days.""",20230930_Swartz_DriftsandsCapeTown_WesternCapecountscostsofhugefloods.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12023526,Saturday Dispatch,,,,,NewsValidation,2023,People displaced/homeless,,somerset west maitland unclear,city of cape town
EVT-02315,News article,4.4,2023-09-30,2023-09-30,,Residents of a retirement village were evacuated due to flooding.,Storm Haven Retirement Village,,,Unclear,"""Residents from Storm Haven Retirement Village, who were evacuated on September 25, moved back to their homes by the evening""",20230930_Swartz_DriftsandsCapeTown_WesternCapecountscostsofhugefloods.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12023526,Saturday Dispatch,,,,,NewsValidation,2023,People displaced/homeless,,,unclear
EVT-02316,News article,4.4,2024-03-01,2024-03-01,,"Around 1,000 homes in low-lying areas had to be evacuated during a flood event.",Cape Town,,Cape Town,City of Cape Town,"""claimed at least 11 lives and forced the evacuation of around 1000 low-lying homes.""",20240301_Bega_CapeFlatsKhayelitsha_ClimatethreatensCapetransport.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12168154,Mail & Guardian,,,,,NewsValidation,2024,People displaced/homeless,,cape town,city of cape town
EVT-02317,News article,4.4,2024-04-10,2024-04-10,,Shack dwellers were forced to seek alternative shelter elsewhere.,Dam Se Bos South,,,Unclear,"""Sopazi said her two neighbours, who live in shacks, were even worse off and had to seek shelter elsewhere.""",20240410_MnyobeMarais_GardenRouteScoresOfResidentsEvacuated.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12185635,The Herald,,,,,NewsValidation,2024,People displaced/homeless,,,unclear
